Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
240,10,16.79,45.29,16.1,45.29,17.29,42.7,15.1,44.79,15.365,50.7,6.9333333333,99.9,15.4877777778,40.9105555556,17.9083333333,48.8827777778,15.0,44.7,5.75,770.55,97.5,3.0,50.0,5.4,2.9311224003,2.9311224003
220,10,16.79,45.1633333333,16.1,45.29,17.29,42.76,15.1,44.9633333333,15.37,50.72,6.66,99.9,15.5,41.045,17.8455555556,48.9838888889,15.0,44.8,5.5,770.5333333333,97.3333333333,2.6666666667,51.6666666667,5.1333333333,23.8821427803,23.8821427803
60,10,16.79,45.09,16.1,45.29,17.26,42.76,15.1,45.09,15.36,50.735,6.3666666667,99.9,15.5,41.1327777778,17.9083333333,49.5088888889,15.0,45.0,5.25,770.5166666667,97.1666666667,2.3333333333,53.3333333333,4.8666666667,34.8441394162,34.8441394162
70,10,16.8233333333,45.36,16.1,45.3266666667,17.2,42.76,15.1,45.1633333333,15.36,50.79,6.2266666667,99.9,15.5,41.2,18.0277777778,49.8755555556,15.0,45.4633333333,5.0,770.5,97.0,2.0,55.0,4.6,2.2335754707,2.2335754707
90,0,16.89,45.6333333333,16.1,45.4666666667,17.29,42.9,15.16,45.2233333333,15.345,50.79,6.2266666667,99.9,15.4877777778,41.205,18.1166666667,50.2605555556,15.0,45.6633333333,5.2166666667,770.5333333333,96.8333333333,2.1666666667,56.1666666667,4.7833333333,37.8427158459,37.8427158459
110,10,16.89,45.59,16.1333333333,45.59,17.29,42.9666666667,15.1,45.4633333333,15.35,50.8144444444,6.3,99.9,15.4877777778,41.28,18.2,50.5116666667,15.0,45.7,5.4333333333,770.5666666667,96.6666666667,2.3333333333,57.3333333333,4.9666666667,29.5836862409,29.5836862409
90,0,16.89,45.7475,16.2,45.6633333333,17.29,43.03,15.1,45.6633333333,15.33,50.79,6.4,99.9,15.4755555556,41.27,18.1888888889,50.6338888889,15.0,45.6266666667,5.65,770.6,96.5,2.5,58.5,5.15,25.5070231506,25.5070231506
100,10,16.9633333333,46.1333333333,16.4266666667,45.7,17.29,43.09,15.19,45.9333333333,15.345,50.79,6.4666666667,99.9,15.4205555556,41.28,18.1816666667,50.9527777778,15.0,45.56,5.8666666667,770.6333333333,96.3333333333,2.6666666667,59.6666666667,5.3333333333,22.6300883223,22.6300883223
90,0,17.1333333333,46.29,16.5666666667,45.5666666667,17.29,43.23,15.19,46.1333333333,15.355,50.8083333333,6.5,99.9,15.39,41.28,18.28,51.08,15.0,45.5,6.0833333333,770.6666666667,96.1666666667,2.8333333333,60.8333333333,5.5166666667,1.2740983046,1.2740983046
90,10,17.2,46.23,16.8233333333,45.3633333333,17.29,43.29,15.19,46.4633333333,15.365,50.9,6.5,99.9,15.39,41.29,18.34,51.09,15.0,45.45,6.3,770.7,96.0,3.0,62.0,5.7,48.0921804672,48.0921804672
90,10,17.3233333333,46.29,16.9975,45.14,17.39,43.29,15.19,46.7233333333,15.345,50.9055555556,6.5,99.9,15.4144444444,41.29,18.4572222222,51.0294444444,15.0,45.3633333333,6.2333333333,770.6666666667,95.1666666667,3.1666666667,55.0,5.5,49.3813719833,49.3813719833
70,20,17.4633333333,46.43,17.1666666667,45.09,17.39,43.3633333333,15.3,47.1566666667,15.345,50.9888888889,6.5,99.9,15.4144444444,41.3144444444,18.4205555556,50.5072222222,15.0,45.29,6.1666666667,770.6333333333,94.3333333333,3.3333333333,48.0,5.3,31.7179779056,31.7179779056
70,0,17.6333333333,46.6633333333,17.3233333333,44.9666666667,17.445,43.6,15.3,47.565,15.37,51.035,6.5,99.9,15.3961111111,41.28,18.3344444444,50.15,15.0,45.26,6.1,770.6,93.5,3.5,41.0,5.1,21.2770673446,21.2770673446
80,10,17.76,46.33,17.4633333333,44.8266666667,17.5,43.73,15.3,47.8633333333,15.39,51.09,6.4333333333,99.9,15.4205555556,41.225,18.3788888889,50.1022222222,15.0,45.3333333333,6.0333333333,770.5666666667,92.6666666667,3.6666666667,34.0,4.9,13.3312952588,13.3312952588
100,0,17.9266666667,46.0266666667,17.6633333333,44.56,17.5,43.79,15.39,48.1266666667,15.39,51.1572222222,6.295,99.9,15.4266666667,41.155,18.4327777778,50.1327777778,15.0,45.26,5.9666666667,770.5333333333,91.8333333333,3.8333333333,27.0,4.7,4.0284743998,4.0284743998
100,0,18.1333333333,45.7666666667,17.8566666667,44.4333333333,17.5,43.9,15.39,48.26,15.39,51.21,5.9666666667,99.9,15.4083333333,41.1022222222,18.5222222222,50.245,15.0,45.1266666667,5.9,770.5,91.0,4.0,20.0,4.5,16.5070781717,16.5070781717
60,10,21.6,45.1175,21.0,44.53,20.445,45.79,17.79,46.7,18.705,52.755,8.19,99.9,15.89,44.5,19.9022222222,51.5572222222,15.69,48.5,7.9,767.5,96.0,5.0,63.0,7.3,26.1639208882,26.1639208882
60,10,21.6,45.1266666667,21.0,44.3633333333,20.5,46.23,17.73,46.7,18.78,52.63,8.16,99.9,15.89,44.515,19.8288888889,51.3566666667,15.69,48.5,7.9166666667,767.5,96.0,4.8333333333,63.1666666667,7.3166666667,39.3222402432,39.3222402432
140,20,21.6666666667,45.3333333333,21.0,44.1566666667,20.5666666667,46.3633333333,17.7,46.7,18.8733333333,52.1933333333,8.1,99.9,15.89,44.59,19.725,51.24,15.69,48.5,7.9333333333,767.5,96.0,4.6666666667,63.3333333333,7.3333333333,4.3861204642,4.3861204642
80,10,21.6,44.5266666667,20.89,43.29,20.6,46.1333333333,17.7,46.7,18.89,51.3716666667,8.0666666667,99.9,15.8961111111,44.57,19.6944444444,51.0305555556,15.69,48.5,7.95,767.5,96.0,4.5,63.5,7.35,12.8055990324,12.8055990324
70,10,21.6,44.1333333333,20.89,43.26,20.6,45.86,17.7,46.7,18.9627777778,50.8061111111,8.0,99.9,15.9633333333,44.56,19.6111111111,50.7572222222,15.7266666667,48.6266666667,7.9666666667,767.5,96.0,4.3333333333,63.6666666667,7.3666666667,17.8302060114,17.8302060114
60,10,21.6,43.86,20.9633333333,43.2,20.7,45.6633333333,17.7,46.7,19.0166666667,50.4294444444,8.0666666667,99.9,16.0,44.525,19.5388888889,50.5733333333,15.8,48.76,7.9833333333,767.5,96.0,4.1666666667,63.8333333333,7.3833333333,12.4527729,12.4527729
70,10,21.6333333333,43.7,20.9266666667,42.9,20.7,45.4633333333,17.6666666667,46.6633333333,19.0111111111,50.1183333333,8.0,99.9,16.0,44.5,19.4694444444,50.4722222222,15.89,49.0666666667,8.0,767.5,96.0,4.0,64.0,7.4,8.7509243865,8.7509243865
60,0,21.7,43.7,21.0,42.9,20.7,45.26,17.6,46.59,19.0611111111,49.9638888889,8.0,99.9,16.0,44.5,19.39,50.4,15.89,49.1266666667,7.9833333333,767.5,96.0,3.8333333333,63.8333333333,7.3833333333,28.6461040378,28.6461040378
70,0,21.7,43.56,21.0,42.9,20.7,45.1266666667,17.6,46.59,19.1,49.7288888889,8.0,99.9,16.0,44.5,19.39,50.4,15.8,48.9666666667,7.9666666667,767.5,96.0,3.6666666667,63.6666666667,7.3666666667,24.1696574143,24.1696574143
70,10,21.7,43.4333333333,20.9266666667,42.8266666667,20.76,45.06,17.6,46.59,19.1,49.5283333333,7.9,99.9,16.0,44.5,19.3066666667,50.4611111111,15.8,48.9,7.95,767.5,96.0,3.5,63.5,7.35,40.4974484583,40.4974484583
70,0,21.7,43.29,21.0,42.76,20.76,44.9333333333,17.6,46.5,19.1,49.3877777778,7.9,99.9,16.0,44.5,19.29,50.4777777778,15.8,48.79,7.9333333333,767.5,96.0,3.3333333333,63.3333333333,7.3333333333,37.5257616979,37.5257616979
60,10,21.7,43.23,20.9266666667,42.7,20.79,44.8633333333,17.6,46.56,19.1,49.1794444444,7.9,99.9,16.0,44.4777777778,19.29,50.505,15.8,48.73,7.9166666667,767.5,96.0,3.1666666667,63.1666666667,7.3166666667,17.3721898813,17.3721898813
40,10,21.7,43.2,20.89,42.6633333333,20.79,44.79,17.5,46.59,19.1277777778,49.015,7.9,99.9,16.0,44.5,19.28,50.57,15.8,48.7,7.9,767.5,96.0,3.0,63.0,7.3,40.3437242145,40.3437242145
40,10,21.7,43.26,20.89,42.59,20.76,44.6633333333,17.5,46.59,19.1333333333,48.95,7.9,99.9,16.0,44.5,19.1994444444,50.3544444444,15.8,48.6266666667,7.9166666667,767.55,95.8333333333,3.0,63.0,7.3,12.5882114051,12.5882114051
60,30,21.73,43.1633333333,20.9266666667,42.5,20.76,44.59,17.5,46.56,19.2038888889,48.7472222222,7.9,99.9,16.0,44.5,19.1111111111,50.29,15.8,48.59,7.9333333333,767.6,95.6666666667,3.0,63.0,7.3,29.6481776983,29.6481776983
350,20,21.79,43.03,21.0,42.4333333333,20.7,44.56,17.5,46.6333333333,19.3177777778,48.5294444444,7.9,99.9,16.05,44.545,19.0388888889,50.1677777778,15.8,48.53,7.95,767.65,95.5,3.0,63.0,7.3,7.8107866691,7.8107866691
410,30,21.89,42.76,21.1,42.4666666667,20.7,44.5,17.6966666667,47.2333333333,19.4327777778,48.21,8.0,99.9,16.05,44.545,18.9877777778,50.09,15.8,48.5,7.9666666667,767.7,95.3333333333,3.0,63.0,7.3,8.7579825777,8.7579825777
80,30,21.9633333333,42.5666666667,21.1666666667,42.3266666667,20.6666666667,44.4666666667,18.4975,47.5475,19.55,50.6422222222,8.0,99.9,16.0944444444,44.585,18.8961111111,50.035,15.8,48.5,7.9833333333,767.75,95.1666666667,3.0,63.0,7.3,11.3188650459,11.3188650459
100,30,22.0,42.3633333333,21.23,42.0266666667,20.6,44.4,19.2266666667,46.83,19.8688888889,68.2127777778,8.0,99.9,16.1,44.6083333333,18.89,50.0,15.8,48.6333333333,8.0,767.8,95.0,3.0,63.0,7.3,39.5981626003,39.5981626003
30,0,21.0,43.1633333333,19.9266666667,43.2,20.5,44.4333333333,18.39,44.7,18.7,47.515,10.4266666667,82.4333333333,19.4816666667,38.9,20.25,45.3144444444,17.1,48.9,10.6,762.3,69.0,6.0,40.0,5.0,5.3121982259,5.3121982259
30,0,20.89,43.1633333333,19.89,43.2,20.5,44.4333333333,18.39,44.73,18.7,47.5,10.16,82.3966666667,19.39,38.9,20.1611111111,45.3627777778,17.1,48.9,10.5166666667,762.3,69.6666666667,5.8333333333,40.0,5.0666666667,1.2055694009,1.2055694009
30,0,20.89,43.09,19.8233333333,43.1266666667,20.5,44.4,18.3233333333,44.79,18.7,47.4888888889,9.96,83.3966666667,19.3288888889,38.9166666667,20.1,45.4888888889,17.1,48.9666666667,10.4333333333,762.3,70.3333333333,5.6666666667,40.0,5.1333333333,42.0448883902,42.0448883902
40,0,20.89,43.09,19.79,43.1266666667,20.5,44.4666666667,18.29,44.79,18.7,47.4388888889,9.66,84.9633333333,19.225,38.9777777778,20.0388888889,45.525,17.1,48.9333333333,10.35,762.3,71.0,5.5,40.0,5.2,16.3199962932,16.3199962932
60,0,20.8233333333,43.09,19.79,43.2,20.39,44.4,18.29,44.9,18.6611111111,47.3572222222,9.5333333333,85.6966666667,19.1944444444,39.0,19.9816666667,45.58,17.1,49.0,10.2666666667,762.3,71.6666666667,5.3333333333,40.0,5.2666666667,14.7148823598,14.7148823598
50,0,20.79,43.09,19.7,43.23,20.39,44.4,18.29,44.9,18.6,47.29,9.39,86.8933333333,19.1133333333,39.036,19.9022222222,45.6966666667,17.1,49.0,10.1833333333,762.3,72.3333333333,5.1666666667,40.0,5.3333333333,41.1448989878,41.1448989878
50,0,20.79,43.09,19.7,43.29,20.39,44.4,18.2,44.9,18.6,47.29,9.39,87.4933333333,19.0722222222,39.1022222222,19.8788888889,45.7983333333,17.1333333333,49.0,10.1,762.3,73.0,5.0,40.0,5.4,20.7173712319,20.7173712319
40,0,20.7,43.09,19.7,43.29,20.4725,44.475,18.2,44.9666666667,18.6,47.29,9.5,88.545,19.0111111111,39.1022222222,19.8177777778,45.8288888889,17.1333333333,49.0,10.05,762.35,73.3333333333,4.8333333333,40.0,5.4333333333,0.5085611483,0.5085611483
50,0,20.7,43.1633333333,19.6333333333,43.23,20.5,44.5,18.2,45.03,18.6,47.285,9.39,89.0933333333,18.9327777778,39.0961111111,19.79,45.95,17.1,49.0,10.0,762.4,73.6666666667,4.6666666667,40.0,5.4666666667,2.6204194291,2.6204194291
40,0,20.7,43.2,19.6,43.2,20.4266666667,44.4333333333,18.2,45.09,18.6,47.275,9.39,89.0933333333,18.8622222222,39.1877777778,19.715,46.015,17.1,48.9333333333,9.95,762.45,74.0,4.5,40.0,5.5,36.5185190691,36.5185190691
50,0,20.6333333333,43.1266666667,19.6,43.26,20.5,44.5,18.1666666667,45.09,18.5944444444,47.255,9.16,89.9966666667,18.79,39.215,19.7,46.145,17.1,48.8633333333,9.9,762.5,74.3333333333,4.3333333333,40.0,5.5333333333,3.6697473493,3.6697473493
50,0,20.6,43.09,19.5,43.29,20.5,44.4,18.1,45.09,18.55,47.23,9.1,90.3966666667,18.765,39.29,19.6611111111,46.1633333333,17.1,48.79,9.85,762.55,74.6666666667,4.1666666667,40.0,5.5666666667,3.5178313265,3.5178313265
50,0,20.6,43.1175,19.5,43.29,20.5,44.4666666667,18.1,45.1266666667,18.5055555556,47.23,8.9633333333,90.6233333333,18.7,39.29,19.6,46.1633333333,17.1,48.6633333333,9.8,762.6,75.0,4.0,40.0,5.6,31.8585983594,31.8585983594
60,0,20.5333333333,43.2,19.5,43.4,20.5,44.4,18.1,45.2,18.5,47.2,8.89,90.83,18.6722222222,39.3144444444,19.5611111111,46.215,17.1,48.53,9.75,762.6333333333,75.5,4.0,40.0,5.6333333333,20.6652935478,20.6652935478
50,0,20.5,43.2,19.4266666667,43.3266666667,20.5,44.4,18.0666666667,45.2,18.5,47.2,8.89,91.26,18.6,39.3572222222,19.5,46.27,17.1,48.3333333333,9.7,762.6666666667,76.0,4.0,40.0,5.6666666667,21.535891539,21.535891539
40,0,20.5,43.2,19.4266666667,43.4,20.5,44.4,18.0,45.2,18.5,47.21,8.89,91.26,18.55,39.4277777778,19.4938888889,46.285,17.1,48.2,9.65,762.7,76.5,4.0,40.0,5.7,4.0123185259,4.0123185259
360,20,20.4633333333,43.26,19.4633333333,43.4666666667,20.5,44.4,18.0,45.2,18.4938888889,47.2038888889,8.89,91.4633333333,18.5,39.5,19.4022222222,46.21,17.1,48.06,9.6,762.7333333333,77.0,4.0,40.0,5.7333333333,13.8558339328,13.8558339328
380,10,20.39,43.1266666667,19.39,43.4,20.4266666667,44.23,18.0666666667,45.4,18.4388888889,47.1116666667,8.89,91.8633333333,18.445,39.5,19.39,46.2,17.1,48.0,9.55,762.7666666667,77.5,4.0,40.0,5.7666666667,39.7035509464,39.7035509464
390,20,20.39,43.2666666667,19.39,43.3633333333,20.4266666667,44.23,18.6966666667,45.6633333333,18.4694444444,47.05,8.83,92.3966666667,18.3844444444,39.515,19.3177777778,46.2,17.1,47.8633333333,9.5,762.8,78.0,4.0,40.0,5.8,4.5548732858,4.5548732858
20,0,19.89,45.5,19.2,44.59,20.5,44.2,18.89,46.1633333333,17.5555555556,52.6022222222,9.83,81.56,17.7,42.4833333333,18.29,48.9277777778,17.29,48.0,9.8,760.2,76.0,8.0,40.0,5.8,38.9984171255,38.9984171255
20,0,19.89,45.5,19.2,44.59,20.5,44.2,18.89,46.2,17.55,52.59,9.69,81.83,17.715,42.4,18.265,48.8494444444,17.23,47.9333333333,9.8,760.15,75.6666666667,8.1666666667,40.0,5.7166666667,48.0788601562,48.0788601562
20,0,19.8566666667,45.43,19.1666666667,44.59,20.39,44.0,18.8233333333,46.1266666667,17.5,52.59,9.63,81.7633333333,17.705,42.4,18.265,48.8694444444,17.29,48.0,9.8,760.1,75.3333333333,8.3333333333,40.0,5.6333333333,22.1999207046,22.1999207046
40,0,19.8566666667,45.3633333333,19.1,44.59,20.39,44.0,18.8566666667,46.1633333333,17.5,52.59,9.4633333333,81.4666666667,17.7,42.4,18.26,48.7961111111,17.23,47.8266666667,9.8,760.05,75.0,8.5,40.0,5.55,13.8288259506,13.8288259506
50,0,19.8566666667,45.29,19.1,44.645,20.3566666667,44.0,18.79,46.09,17.5,52.59,9.39,81.3333333333,17.7,42.3816666667,18.225,48.725,17.23,47.8266666667,9.8,760.0,74.6666666667,8.6666666667,40.0,5.4666666667,32.6437470852,32.6437470852
50,0,19.79,45.2225,19.1,44.59,20.3566666667,44.06,18.79,46.09,17.5,52.59,9.245,81.95,17.7,42.29,18.24,48.7338888889,17.26,47.8633333333,9.8,759.95,74.3333333333,8.8333333333,40.0,5.3833333333,37.7362017636,37.7362017636
50,0,19.79,45.2,19.1,44.6633333333,20.39,44.0,18.79,46.09,17.5,52.565,9.2266666667,81.7,17.7,42.285,18.2,48.6266666667,17.2,47.79,9.8,759.9,74.0,9.0,40.0,5.3,29.4353190926,29.4353190926
40,0,19.79,45.2,19.0333333333,44.59,20.39,44.06,18.79,46.09,17.5,52.56,9.3,81.56,17.6666666667,42.1733333333,18.2,48.59,17.2,47.7,9.8166666667,759.9166666667,74.0,9.0,40.0,5.3333333333,18.3449035278,18.3449035278
40,0,19.79,45.1266666667,19.0333333333,44.53,20.39,44.0,18.79,46.09,17.5,52.51,9.39,81.9333333333,17.6444444444,42.1388888889,18.2,48.59,17.2,47.7,9.8333333333,759.9333333333,74.0,9.0,40.0,5.3666666667,25.4695513053,25.4695513053
40,0,19.79,45.09,19.0,44.59,20.39,44.0,18.76,46.09,17.5,52.53,9.39,82.06,17.65,42.145,18.1777777778,48.59,17.2,47.7,9.85,759.95,74.0,9.0,40.0,5.4,7.2114556795,7.2114556795
40,0,19.73,45.09,19.0,44.53,20.3233333333,44.0,18.7,46.09,17.5,52.53,9.39,82.4266666667,17.6,42.09,18.2,48.59,17.2,47.7,9.8666666667,759.9666666667,74.0,9.0,40.0,5.4333333333,13.3327267831,13.3327267831
40,0,19.76,45.09,19.0,44.59,20.3233333333,44.0,18.7,46.09,17.5,52.5,9.39,83.0933333333,17.6,42.065,18.1722222222,48.59,17.2,47.7,9.8833333333,759.9833333333,74.0,9.0,40.0,5.4666666667,8.6910456303,8.6910456303
50,0,19.7,45.09,19.0,44.59,20.3566666667,44.0,18.7,46.09,17.5,52.5,9.4266666667,83.13,17.6,42.01,18.1111111111,48.59,17.2,47.6633333333,9.9,760.0,74.0,9.0,40.0,5.5,44.8263647617,44.8263647617
40,0,19.7,45.09,18.89,44.59,20.3566666667,44.0,18.7,46.09,17.5,52.5,9.5,83.73,17.6,42.05,18.1,48.6572222222,17.1333333333,47.59,9.85,760.0,74.6666666667,9.0,40.0,5.5833333333,28.1171566341,28.1171566341
40,0,19.7,45.09,18.89,44.59,20.39,44.0,18.6666666667,46.09,17.5,52.5,9.5,84.4966666667,17.6,42.065,18.1,48.6633333333,17.1333333333,47.59,9.8,760.0,75.3333333333,9.0,40.0,5.6666666667,17.1227158979,17.1227158979
20,0,19.7,45.09,18.89,44.59,20.39,44.0,18.6,46.03,17.5,52.5,9.5,84.9566666667,17.6,42.06,18.1,48.6633333333,17.2,47.59,9.75,760.0,76.0,9.0,40.0,5.75,14.1864840174,14.1864840174
20,0,19.7,45.09,18.89,44.6633333333,20.39,43.9333333333,18.6,46.09,17.5,52.5,9.5,85.0633333333,17.6,42.09,18.1,48.7,17.1666666667,47.56,9.7,760.0,76.6666666667,9.0,40.0,5.8333333333,37.3769241618,37.3769241618
30,0,19.6666666667,45.06,18.89,44.6266666667,20.3566666667,43.8633333333,18.6,46.09,17.5,52.4388888889,9.5,85.2633333333,17.6,42.09,18.1,48.7,17.1,47.5,9.65,760.0,77.3333333333,9.0,40.0,5.9166666667,28.1425097375,28.1425097375
20,0,19.6,45.0,18.89,44.7,20.29,43.79,18.6,46.09,17.5,52.4333333333,9.5,85.1,17.6,42.09,18.1,48.7,17.1,47.5,9.6,760.0,78.0,9.0,40.0,6.0,28.2692997716,28.2692997716
40,0,19.6,46.09,18.7,46.0,19.89,45.29,18.4266666667,47.4333333333,17.5,54.5,11.19,80.49,17.71,44.8266666667,17.7,50.78,17.1,48.73,10.8,755.1,82.0,9.0,40.0,7.8,38.99571785,38.99571785
40,0,19.6,46.09,18.7,46.0,19.89,45.29,18.39,47.4,17.5,54.5,10.86,84.0233333333,17.71,44.845,17.7,50.78,17.1,48.7,10.7,755.0666666667,83.0,9.0,37.1666666667,7.8666666667,14.0236956417,14.0236956417
40,0,19.5666666667,46.09,18.7,46.03,19.89,45.29,18.39,47.4666666667,17.5,54.4777777778,10.7266666667,85.43,17.7,44.8388888889,17.7,50.79,17.1,48.7,10.6,755.0333333333,84.0,9.0,34.3333333333,7.9333333333,6.160202832,6.160202832
30,0,19.5,46.09,18.7,46.03,19.89,45.29,18.39,47.5,17.5,54.4944444444,10.53,88.2566666667,17.7,44.8877777778,17.7,50.79,17.1,48.7,10.5,755.0,85.0,9.0,31.5,8.0,44.6716593462,44.6716593462
30,0,19.5,46.09,18.7,46.09,19.89,45.29,18.39,47.5,17.5,54.4611111111,10.295,91.6675,17.7,44.9,17.7,50.79,17.1,48.7,10.4,754.9666666667,86.0,9.0,28.6666666667,8.0666666667,20.2986650984,20.2986650984
20,0,19.5,46.1633333333,18.7,46.09,19.89,45.23,18.39,47.5,17.5,54.4611111111,10.19,93.1666666667,17.7,44.9,17.7,50.79,17.1,48.76,10.3,754.9333333333,87.0,9.0,25.8333333333,8.1333333333,37.7554115257,37.7554115257
30,0,19.5,46.2,18.7,46.09,19.89,45.2,18.39,47.56,17.5,54.4333333333,10.19,93.3666666667,17.7,44.9,17.7,50.79,17.1,48.7,10.2,754.9,88.0,9.0,23.0,8.2,5.5408631219,5.5408631219
40,0,19.5,46.2,18.7,46.1633333333,19.89,45.2,18.39,47.59,17.5,54.4333333333,10.19,93.16,17.7,44.9,17.7,50.79,17.1,48.79,10.1666666667,754.9166666667,88.5,9.0,29.6666666667,8.25,16.9154656818,16.9154656818
40,0,19.5,46.23,18.7,46.1266666667,19.8566666667,45.2,18.39,47.59,17.4877777778,54.3877777778,10.2633333333,93.6666666667,17.7,44.9,17.7,50.79,17.1,48.79,10.1333333333,754.9333333333,89.0,9.0,36.3333333333,8.3,27.324659552,27.324659552
50,0,19.5,46.29,18.7,46.2,19.79,45.2,18.39,47.59,17.4877777778,54.3877777778,10.19,94.3333333333,17.7,44.9,17.7,50.8022222222,17.1,48.79,10.1,754.95,89.5,9.0,43.0,8.35,15.6066023395,15.6066023395
40,0,19.5,46.29,18.6666666667,46.2,19.79,45.2,18.3233333333,47.59,17.4877777778,54.41,10.16,95.36,17.7,44.9,17.7,50.8266666667,17.1,48.79,10.0666666667,754.9666666667,90.0,9.0,49.6666666667,8.4,22.3647278501,22.3647278501
40,0,19.4266666667,46.29,18.6666666667,46.26,19.79,45.1266666667,18.39,47.6633333333,17.4572222222,54.3572222222,10.0333333333,96.5,17.7,44.9,17.7,50.8755555556,17.1,48.79,10.0333333333,754.9833333333,90.5,9.0,56.3333333333,8.45,20.2140535694,20.2140535694
40,0,19.39,46.29,18.6333333333,46.23,19.79,45.1633333333,18.39,47.6633333333,17.4572222222,54.3572222222,9.89,97.73,17.7,44.9,17.6777777778,50.8572222222,17.1,48.79,10.0,755.0,91.0,9.0,63.0,8.5,24.3282130454,24.3282130454
40,0,19.39,46.29,18.7,46.29,19.79,45.1633333333,18.29,47.7,17.4816666667,54.3816666667,9.83,98.5233333333,17.7,44.9722222222,17.6666666667,50.9033333333,17.1,48.79,9.9333333333,755.0,91.3333333333,8.8333333333,63.3333333333,8.5,21.9584017643,21.9584017643
50,0,19.39,46.3266666667,18.65,46.3,19.8233333333,45.23,18.29,47.7,17.4572222222,54.3572222222,9.8,99.29,17.7,45.0,17.6611111111,50.9611111111,17.1,48.79,9.8666666667,755.0,91.6666666667,8.6666666667,63.6666666667,8.5,13.3431813563,13.3431813563
40,0,19.39,46.4,18.6,46.29,19.89,45.29,18.29,47.7,17.3961111111,54.2961111111,9.8,99.83,17.6888888889,44.9888888889,17.6611111111,50.9611111111,17.1,48.79,9.8,755.0,92.0,8.5,64.0,8.5,32.5938918279,32.5938918279
30,0,19.39,46.4333333333,18.6,46.29,19.89,45.29,18.29,47.7,17.445,54.3144444444,9.8,99.9,17.6611111111,44.9611111111,17.7,51.0,17.075,48.7675,9.7333333333,755.0,92.3333333333,8.3333333333,64.3333333333,8.5,11.9524736539,11.9524736539
40,0,19.365,46.5,18.6,46.29,19.89,45.29,18.29,47.76,17.4205555556,54.245,9.8,99.9,17.6555555556,44.9555555556,17.6722222222,50.9722222222,17.0666666667,48.8333333333,9.6666666667,755.0,92.6666666667,8.1666666667,64.6666666667,8.5,40.6657811371,40.6657811371
30,0,19.29,46.5,18.6,46.29,19.89,45.26,18.29,47.79,17.445,54.255,9.69,99.9,17.6388888889,44.9538888889,17.6722222222,50.9722222222,17.0,48.79,9.6,755.0,93.0,8.0,65.0,8.5,40.4122251668,40.4122251668
40,0,19.6,45.09,18.79,44.2,19.8233333333,44.6266666667,18.26,44.0266666667,17.2,52.09,5.3966666667,84.19,19.1111111111,39.09,19.0111111111,45.1022222222,17.29,46.56,5.5,765.1,77.0,2.0,40.0,1.8,35.0793712307,35.0793712307
40,0,19.6,45.0,18.79,44.2,19.8233333333,44.6266666667,18.2,43.8266666667,17.2,52.09,4.9966666667,84.3966666667,19.1,39.07,18.945,45.0961111111,17.29,46.5,5.0333333333,765.1333333333,78.6666666667,2.0,40.0,1.6333333333,6.4183319104,6.4183319104
40,0,19.5333333333,44.9333333333,18.79,44.2,19.89,44.6266666667,18.2,43.7,17.2,52.055,4.5266666667,85.1333333333,19.0388888889,38.9761111111,18.9022222222,45.145,17.23,46.4,4.5666666667,765.1666666667,80.3333333333,2.0,40.0,1.4666666667,32.5816782424,32.5816782424
50,0,19.5,44.76,18.7,44.245,19.89,44.6633333333,18.2,43.7,17.2,52.0,4.1933333333,85.5266666667,19.0,38.9,18.8733333333,45.1816666667,17.23,46.3266666667,4.1,765.2,82.0,2.0,40.0,1.3,39.9754186627,39.9754186627
50,0,19.5,44.6266666667,18.7,44.29,19.8233333333,44.53,18.1333333333,43.7,17.2,52.0,3.7233333333,86.1,18.9816666667,38.9883333333,18.79,45.1877777778,17.2,46.2,3.6333333333,765.2333333333,83.6666666667,2.0,40.0,1.1333333333,12.0082575595,12.0082575595
30,0,19.5,44.56,18.7,44.29,19.8233333333,44.5,18.1,43.86,17.2,52.0,3.39,86.7,18.89,39.08,18.79,45.2,17.2,46.1633333333,3.1666666667,765.2666666667,85.3333333333,2.0,40.0,0.9666666667,43.1997666485,43.1997666485
20,0,19.5,44.5,18.6,44.29,19.89,44.5,18.1,44.06,17.2,52.0,2.93,87.6666666667,18.8288888889,39.075,18.78,45.2,17.2,46.09,2.7,765.3,87.0,2.0,40.0,0.8,23.9397428581,23.9397428581
20,0,19.4633333333,44.3633333333,18.6,44.29,19.89,44.345,18.1,44.23,17.2,52.0,2.73,88.2666666667,18.79,39.0,18.705,45.215,17.2,46.09,2.55,765.3666666667,87.6666666667,2.1666666667,37.8333333333,0.7333333333,16.4870807901,16.4870807901
20,0,19.39,44.29,18.5333333333,44.29,19.79,44.1633333333,18.0333333333,44.29,17.1777777778,52.0,2.4666666667,88.9633333333,18.755,38.9944444444,18.7,45.3205555556,17.2,46.09,2.4,765.4333333333,88.3333333333,2.3333333333,35.6666666667,0.6666666667,49.7712807963,49.7712807963
