Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
50,0,19.89,42.09,19.3566666667,40.7,20.8566666667,41.9,18.79,42.53,18.8511111111,61.2872222222,0.1666666667,89.69,19.9266666667,41.015,21.89,49.845,18.8566666667,45.4666666667,1.3,748.8,98.0,3.0,61.0,1.0,45.1531071332,45.1531071332
70,0,19.89,42.1266666667,19.29,40.6266666667,20.79,41.9,18.79,42.5,18.8622222222,61.1994444444,0.1,89.7266666667,19.89,41.045,21.8844444444,49.7038888889,18.79,45.3266666667,1.5,748.8666666667,97.8333333333,3.0,61.3333333333,1.1833333333,43.878988002,43.878988002
60,0,19.89,42.4,19.3233333333,40.59,20.8233333333,41.9,18.79,42.5,18.8011111111,61.0522222222,0.1,89.8,19.89,41.1816666667,21.8233333333,49.5422222222,18.89,45.3633333333,1.7,748.9333333333,97.6666666667,3.0,61.6666666667,1.3666666667,21.2270167191,21.2270167191
60,0,19.89,42.7,19.3233333333,40.7233333333,20.8233333333,41.7666666667,18.73,42.5,18.79,60.9933333333,0.15,90.045,19.89,41.2,21.79,49.4388888889,18.8233333333,45.23,1.9,749.0,97.5,3.0,62.0,1.55,40.8239832614,40.8239832614
60,0,19.89,42.96,19.29,40.9633333333,20.79,41.56,18.7,42.4,18.79,60.9,0.5,90.6,19.89,41.1694444444,21.79,49.345,18.8566666667,45.1333333333,2.1,749.0666666667,97.3333333333,3.0,62.3333333333,1.7333333333,13.0860553705,13.0860553705
410,0,19.89,43.06,19.29,41.1633333333,20.73,41.56,18.7,42.3266666667,18.79,60.8327777778,0.7666666667,90.8,19.89,41.0922222222,21.78,49.1722222222,18.79,44.9333333333,2.3,749.1333333333,97.1666666667,3.0,62.6666666667,1.9166666667,29.2093661381,29.2093661381
70,0,19.89,43.0,19.3233333333,41.29,20.76,41.59,18.7,42.29,18.79,60.775,1.0666666667,91.03,19.89,41.0983333333,21.78,49.09,18.79,44.76,2.5,749.2,97.0,3.0,63.0,2.1,1.045306446,1.045306446
70,0,19.89,43.0,19.3233333333,41.29,20.7,41.53,18.7,42.23,18.79,60.6916666667,1.4,91.2966666667,19.89,41.2,21.76,49.09,18.79,44.7,2.6666666667,749.2333333333,96.8333333333,3.1666666667,63.1666666667,2.2333333333,19.8049096158,19.8049096158
60,10,19.89,43.0,19.29,41.5,20.7,41.56,18.7,42.29,18.79,60.59,1.7666666667,91.5633333333,19.89,41.205,21.76,49.065,18.79,44.5,2.8333333333,749.2666666667,96.6666666667,3.3333333333,63.3333333333,2.3666666667,13.6399029987,13.6399029987
100,0,20.0,45.53,19.29,41.56,20.7,41.5,18.7,42.23,18.785,60.535,2.1,91.83,19.89,41.24,21.735,49.025,18.79,44.4333333333,3.0,749.3,96.5,3.5,63.5,2.5,10.1394174853,10.1394174853
70,0,20.0,44.0566666667,19.29,41.1633333333,20.6666666667,41.2966666667,18.7,42.2,18.73,60.5,2.5966666667,92.1233333333,19.89,41.2688888889,21.7,49.07,18.79,44.29,3.1666666667,749.3333333333,96.3333333333,3.6666666667,63.6666666667,2.6333333333,10.4749351158,10.4749351158
70,0,19.89,43.56,19.29,41.1633333333,20.6,41.1725,18.7,42.2,18.7,60.4266666667,2.99,92.33,19.89,41.0772222222,21.7,49.005,18.79,44.23,3.3333333333,749.3666666667,96.1666666667,3.8333333333,63.8333333333,2.7666666667,5.8446470299,5.8446470299
80,10,19.9633333333,43.4333333333,19.29,41.29,20.6,41.1266666667,18.7,42.2666666667,18.7,60.3327777778,3.36,92.53,19.89,40.8383333333,21.7,49.025,18.79,44.1633333333,3.5,749.4,96.0,4.0,64.0,2.9,13.599936862,13.599936862
50,0,20.675,41.0675,19.9266666667,40.2,20.89,41.8633333333,19.39,41.79,18.6333333333,54.6266666667,2.8266666667,92.16,20.0,41.1755555556,22.0,48.9,18.6666666667,45.26,2.5,745.2,95.0,4.0,63.0,1.7,29.4043546659,29.4043546659
70,0,20.6,41.0,19.89,40.2,20.89,41.9333333333,19.39,41.79,18.6,54.59,2.79,92.1233333333,20.0,41.3477777778,22.0,48.8327777778,18.7,45.3266666667,2.4833333333,745.15,94.6666666667,4.1666666667,56.0,1.65,10.4804695817,10.4804695817
90,10,20.6,41.0,19.89,40.2,20.89,42.0,19.39,41.79,18.6,54.57,2.79,92.19,20.0,41.9044444444,22.0,48.79,18.7,45.4,2.4666666667,745.1,94.3333333333,4.3333333333,49.0,1.6,22.4556409055,22.4556409055
60,0,20.6,41.2666666667,19.89,40.2,20.89,42.0,19.39,41.76,18.6,54.56,2.79,92.19,20.0,41.9294444444,21.9877777778,48.79,18.7,45.3633333333,2.45,745.05,94.0,4.5,42.0,1.55,16.6393535677,16.6393535677
60,0,20.6,41.4633333333,19.89,40.26,20.89,42.06,19.39,41.76,18.6,54.545,2.73,92.1233333333,20.0,41.5405555556,21.9327777778,48.79,18.7,45.29,2.4333333333,745.0,93.6666666667,4.6666666667,35.0,1.5,1.0741376784,1.0741376784
70,10,20.6,41.59,19.79,40.3266666667,20.9633333333,42.06,19.39,41.8333333333,18.6,54.4427777778,2.7,92.19,19.945,40.9861111111,21.89,48.6472222222,18.7,45.26,2.4166666667,744.95,93.3333333333,4.8333333333,28.0,1.45,20.1724480139,20.1724480139
50,0,20.6,41.5666666667,19.79,40.3266666667,20.89,41.82,19.3233333333,41.4266666667,18.6,54.2822222222,2.7,92.19,19.8288888889,40.0672222222,21.89,48.2555555556,18.7,45.1266666667,2.4,744.9,93.0,5.0,21.0,1.4,19.4930972881,19.4930972881
50,0,20.6,41.9,19.79,40.26,20.8233333333,41.6266666667,19.29,40.99,18.6,54.1427777778,2.7,92.19,19.725,39.4266666667,21.8066666667,47.6622222222,18.65,44.745,2.45,744.8333333333,92.6666666667,4.8333333333,22.0,1.4,4.0835025604,4.0835025604
50,0,20.6,41.79,19.79,40.2,20.79,41.4666666667,19.29,40.73,18.6,53.96,2.7,92.1233333333,19.6611111111,38.8911111111,21.79,47.3311111111,18.7,44.3633333333,2.5,744.7666666667,92.3333333333,4.6666666667,23.0,1.4,33.1493799225,33.1493799225
40,0,20.6,41.73,19.79,40.2,20.79,41.4,19.29,40.3633333333,18.6,53.7872222222,2.79,92.19,19.6,38.4194444444,21.79,46.9811111111,18.7,44.3633333333,2.55,744.7,92.0,4.5,24.0,1.4,12.713211251,12.713211251
60,0,20.6,41.56,19.73,40.1266666667,20.79,41.29,19.29,40.1566666667,18.6,53.5572222222,2.79,92.1233333333,19.6,38.0972222222,21.78,46.6916666667,18.7,44.3633333333,2.6,744.6333333333,91.6666666667,4.3333333333,25.0,1.4,36.9925308041,36.9925308041
40,10,20.5333333333,41.5,19.7,40.06,20.73,41.23,19.26,39.93,18.5388888889,53.455,2.9,92.19,19.55,37.8311111111,21.725,46.4205555556,18.7,44.23,2.65,744.5666666667,91.3333333333,4.1666666667,26.0,1.4,49.7677367646,49.7677367646
40,0,20.5,41.3333333333,19.7,40.0,20.76,41.2,19.2,39.73,18.5,53.2116666667,2.9666666667,92.19,19.5,37.5305555556,21.7,46.12,18.7,44.09,2.7,744.5,91.0,4.0,27.0,1.4,30.7883375557,30.7883375557
80,0,20.5,41.2,19.7,39.9,20.7,41.0666666667,19.2,39.56,18.5,52.9083333333,3.0,92.19,19.5,37.2772222222,21.6777777778,45.92,18.7,43.83,2.75,744.4333333333,90.1666666667,4.0,29.1666666667,1.3166666667,36.9082750403,36.9082750403
330,0,20.5,40.9666666667,19.7,39.76,20.7,40.8633333333,19.2,39.4333333333,18.5,52.765,3.0,92.19,19.4572222222,37.0811111111,21.6888888889,46.0088888889,18.7,43.5266666667,2.8,744.3666666667,89.3333333333,4.0,31.3333333333,1.2333333333,38.1986601162,38.1986601162
260,0,20.5,40.9,19.6333333333,39.6266666667,20.6333333333,40.6566666667,19.1,39.4,18.5,52.5933333333,3.09,92.3,19.39,36.845,21.6277777778,45.7933333333,18.7,43.2666666667,2.85,744.3,88.5,4.0,33.5,1.15,20.2737106127,20.2737106127
100,0,20.39,40.76,19.7,39.7,20.6,40.59,19.1,39.295,18.5,52.4922222222,3.1566666667,92.3333333333,19.39,36.6427777778,21.6,45.3494444444,18.6,42.7966666667,2.9,744.2333333333,87.6666666667,4.0,35.6666666667,1.0666666667,28.8163275342,28.8163275342
70,0,20.39,40.6266666667,19.6333333333,39.6266666667,20.6,40.59,19.1,39.2,18.5,52.4161111111,3.29,92.4,19.39,36.46,21.6,44.8255555556,18.6,42.39,2.95,744.1666666667,86.8333333333,4.0,37.8333333333,0.9833333333,49.2018683115,49.2018683115
70,0,20.39,40.56,19.6,39.5,20.6,40.59,19.1,39.09,18.5,52.2772222222,3.4333333333,92.4333333333,19.3511111111,36.3033333333,21.6,44.4316666667,18.6,42.1333333333,3.0,744.1,86.0,4.0,40.0,0.9,32.1677221684,32.1677221684
50,0,20.29,38.29,18.26,39.6633333333,21.0,40.1633333333,18.7,39.09,18.71,59.53,2.1633333333,87.69,19.1,34.6572222222,22.0,45.29,18.5,43.09,1.7,738.7,87.0,2.0,24.0,-0.3,26.1686951737,26.1686951737
50,0,20.2,38.29,18.26,39.6633333333,21.0,40.2,18.7,39.09,18.7,59.3738888889,2.1633333333,87.5933333333,19.1,34.7,22.0,45.29,18.6,43.09,1.5166666667,738.5833333333,88.0,2.0,30.6666666667,-0.3166666667,13.179066556,13.179066556
50,0,20.2,38.29,18.26,39.7,21.0,40.2,18.7,39.09,18.7,59.29,1.9633333333,86.4666666667,19.1,34.7,21.9938888889,45.235,18.5333333333,43.1633333333,1.3333333333,738.4666666667,89.0,2.0,37.3333333333,-0.3333333333,30.1024876419,30.1024876419
50,0,20.2,38.29,18.2,39.7,21.0,40.2,18.6333333333,39.09,18.7,59.235,1.5666666667,85.63,19.0722222222,34.6694444444,21.9022222222,45.22,18.5666666667,43.2,1.15,738.35,90.0,2.0,44.0,-0.35,9.6809274401,9.6809274401
50,0,20.1333333333,38.3633333333,18.2,39.7,21.0,40.26,18.6,39.09,18.7,59.145,1.575,86.8475,19.0444444444,34.7216666667,21.89,45.255,18.5666666667,43.2,0.9666666667,738.2333333333,91.0,2.0,50.6666666667,-0.3666666667,47.4298806745,47.4298806745
40,0,20.1666666667,38.4,18.2,39.79,21.0,40.29,18.6,39.03,18.7,59.035,1.6,87.3,19.0,34.6755555556,21.89,45.29,18.5666666667,43.23,0.7833333333,738.1166666667,92.0,2.0,57.3333333333,-0.3833333333,41.5641435189,41.5641435189
50,0,20.1,38.4,18.1333333333,39.79,21.0,40.3633333333,18.6,39.09,18.6777777778,58.95,1.6,87.33,19.0,34.7,21.8622222222,45.3094444444,18.5,43.29,0.6,738.0,93.0,2.0,64.0,-0.4,40.3838610859,40.3838610859
40,0,20.1,38.4333333333,18.1,39.9,21.0,40.4,18.6,39.09,18.6166666667,58.8033333333,1.5333333333,87.2633333333,19.0,34.7,21.8011111111,45.23,18.5,43.29,0.7166666667,737.9166666667,92.6666666667,2.0,56.6666666667,-0.3333333333,41.6070723208,41.6070723208
50,0,20.0333333333,38.4333333333,18.1,39.9,21.0,40.4,18.6,39.09,18.6,58.75,1.5,87.4966666667,19.0,34.7,21.79,45.2,18.5,43.29,0.8333333333,737.8333333333,92.3333333333,2.0,49.3333333333,-0.2666666667,44.4103173213,44.4103173213
90,0,20.0666666667,38.4666666667,18.1,39.9,21.0,40.4333333333,18.5666666667,39.09,18.6,58.6938888889,1.6333333333,88.0233333333,19.0,34.7,21.79,45.245,18.5,43.3266666667,0.95,737.75,92.0,2.0,42.0,-0.2,8.5224343813,8.5224343813
70,0,20.0,38.4,18.1,39.9,21.0,40.5,18.5666666667,39.09,18.6,58.6022222222,1.8266666667,88.3666666667,19.0,34.7,21.785,45.245,18.5,43.4666666667,1.0666666667,737.6666666667,91.6666666667,2.0,34.6666666667,-0.1333333333,47.8659936809,47.8659936809
60,0,20.0,39.0,18.1,40.1933333333,20.9633333333,40.2966666667,18.6,39.09,18.6,58.5094444444,1.9666666667,88.4333333333,19.0,34.745,21.745,45.25,18.6,43.56,1.1833333333,737.5833333333,91.3333333333,2.0,27.3333333333,-0.0666666667,39.4143011305,39.4143011305
70,0,20.0666666667,39.5333333333,18.1,40.6,20.89,39.89,18.5333333333,39.2233333333,18.6,58.2944444444,2.2,88.3666666667,19.0,34.77,21.725,45.2,18.5333333333,43.5,1.3,737.5,91.0,2.0,20.0,0.0,18.8612440135,18.8612440135
60,10,20.0333333333,39.53,18.1,40.9,20.79,39.7,18.6,39.53,18.6,56.0305555556,2.26,88.2266666667,18.9633333333,34.78,21.7,45.225,18.6,43.3633333333,1.5,737.3166666667,90.1666666667,2.1666666667,20.8333333333,0.05,39.4497867557,39.4497867557
130,0,20.025,39.695,18.1,40.9666666667,20.79,39.678,18.6,39.7233333333,18.6,55.4405555556,2.4333333333,88.03,18.945,34.78,21.7,45.3572222222,18.6,43.1566666667,1.7,737.1333333333,89.3333333333,2.3333333333,21.6666666667,0.1,22.9652518872,22.9652518872
340,0,20.0666666667,39.8633333333,18.1,41.1566666667,20.79,39.6633333333,18.6,39.9333333333,18.5944444444,55.9577777778,2.56,88.03,18.9144444444,34.7094444444,21.7,45.3694444444,18.5,43.045,1.9,736.95,88.5,2.5,22.5,0.15,11.0167204053,11.0167204053
230,0,20.0333333333,39.79,18.1,41.23,20.79,39.6333333333,18.6,39.7266666667,18.5611111111,55.3433333333,2.7666666667,88.06,18.89,34.2466666667,21.6833333333,45.0427777778,18.5,42.7233333333,2.1,736.7666666667,87.6666666667,2.6666666667,23.3333333333,0.2,28.3197708894,28.3197708894
80,0,20.1,39.73,18.1666666667,41.06,20.73,39.5,18.6,39.3333333333,18.6,53.4988888889,2.9666666667,87.8666666667,18.8177777778,33.9072222222,21.6222222222,44.5922222222,18.5,42.39,2.3,736.5833333333,86.8333333333,2.8333333333,24.1666666667,0.25,0.7708656136,0.7708656136
40,10,20.0333333333,39.4,18.1666666667,40.86,20.7,39.26,18.6,39.1266666667,18.6,52.3388888889,3.23,87.4933333333,18.79,33.6966666667,21.6,44.2244444444,18.5,41.7966666667,2.5,736.4,86.0,3.0,25.0,0.3,33.8011690648,33.8011690648
50,0,20.39,40.23,18.6,41.5,21.39,40.76,18.6666666667,41.0,17.9205555556,51.79,2.59,92.0,19.2,39.2,21.2,46.8877777778,18.2,45.5,2.4,735.0,97.0,2.0,42.0,2.0,41.2397539592,41.2397539592
40,0,20.39,40.29,18.6,41.5,21.4633333333,40.8333333333,18.6666666667,41.06,17.9511111111,51.79,2.59,92.0,19.2,39.2,21.15,46.8572222222,18.2,45.56,2.4,735.0666666667,97.0,1.8333333333,41.3333333333,2.0,34.7154333489,34.7154333489
40,0,20.29,40.29,18.6,41.4666666667,21.39,40.7,18.6,41.0,17.9022222222,51.79,2.59,92.06,19.2,39.2,21.1611111111,46.79,18.2,45.5,2.4,735.1333333333,97.0,1.6666666667,40.6666666667,2.0,6.944286311,6.944286311
30,0,20.29,40.29,18.6,41.4,21.39,40.745,18.6,41.0,17.89,51.79,2.59,92.0,19.2,39.245,21.1444444444,46.765,18.2,45.5,2.4,735.2,97.0,1.5,40.0,2.0,5.4548005923,5.4548005923
60,0,20.29,40.29,18.5,41.5,21.3233333333,40.76,18.6,41.0,17.89,51.79,2.59,92.0,19.2,39.2961111111,21.1055555556,46.6816666667,18.2,45.5,2.4,735.2666666667,97.0,1.3333333333,39.3333333333,2.0,27.3840880254,27.3840880254
50,20,20.29,40.29,18.5,41.5,21.29,40.8266666667,18.6,41.0,17.9144444444,51.765,2.59,92.0,19.2,39.3083333333,21.1,46.59,18.2,45.6633333333,2.4,735.3333333333,97.0,1.1666666667,38.6666666667,2.0,13.7805145001,13.7805145001
60,0,20.29,40.4333333333,18.4633333333,41.7,21.23,40.7666666667,18.6,40.9633333333,17.89,51.7116666667,2.6266666667,92.03,19.2,39.19,21.0944444444,46.5583333333,18.2,45.53,2.4,735.4,97.0,1.0,38.0,2.0,34.0725562419,34.0725562419
140,0,20.2225,40.4725,18.4633333333,41.76,21.1666666667,40.56,18.6666666667,40.89,17.89,51.5244444444,2.7,92.09,19.1277777778,38.7377777778,21.0833333333,46.1977777778,18.2,45.1933333333,2.4166666667,735.4666666667,97.0,1.0,37.5,2.0,42.89502881,42.89502881
60,0,20.2,40.7233333333,18.4633333333,41.6633333333,21.1,40.36,18.6,40.43,17.89,51.2572222222,2.73,92.19,19.1,38.4477777778,21.0166666667,45.7066666667,18.2,44.86,2.4333333333,735.5333333333,97.0,1.0,37.0,2.0,2.2405815194,2.2405815194
60,0,20.2,40.9,18.4633333333,41.59,21.1,40.26,18.6,40.23,17.89,51.0366666667,2.79,92.19,19.0722222222,38.2116666667,21.0,45.3005555556,18.2,44.49,2.45,735.6,97.0,1.0,36.5,2.0,12.9504165961,12.9504165961
60,10,20.2,41.0266666667,18.4633333333,41.6633333333,21.1,40.1266666667,18.6,40.145,17.89,50.845,2.9,92.3,19.0,37.9305555556,21.0,44.99,18.2,44.1566666667,2.4666666667,735.6666666667,97.0,1.0,36.0,2.0,44.175384345,44.175384345
100,20,20.2,40.9,18.4633333333,41.59,21.0666666667,40.09,18.6,40.2266666667,17.9022222222,50.6672222222,3.0,92.2266666667,19.0,37.745,20.9205555556,44.7572222222,18.2,43.7966666667,2.4833333333,735.7333333333,97.0,1.0,35.5,2.0,38.2151376572,38.2151376572
430,30,20.2,40.9,18.39,41.4666666667,21.0666666667,40.09,18.7933333333,40.7666666667,17.9022222222,50.53,3.0,92.2266666667,19.0,37.6938888889,20.89,44.5366666667,18.2,43.53,2.5,735.8,97.0,1.0,35.0,2.0,12.2894666507,12.2894666507
90,20,20.2,40.9,18.39,41.4,21.0,39.9666666667,19.4266666667,40.9666666667,17.89,50.3983333333,3.09,92.3,19.0,37.5922222222,20.8788888889,44.3877777778,18.2,43.1933333333,2.5333333333,735.8833333333,96.6666666667,1.1666666667,35.1666666667,2.0,18.4612206649,18.4612206649
80,20,20.2,40.9,18.39,41.4,21.0,39.9,20.0333333333,40.8266666667,17.89,50.265,3.09,92.3,18.9511111111,37.5861111111,20.8511111111,44.265,18.2,42.9333333333,2.5666666667,735.9666666667,96.3333333333,1.3333333333,35.3333333333,2.0,1.7556254286,1.7556254286
100,30,20.2,40.7233333333,18.39,41.2,21.0,39.79,20.6966666667,40.56,17.89,50.1694444444,3.09,92.3,18.9755555556,37.7633333333,20.8177777778,44.1305555556,18.1666666667,42.6633333333,2.6,736.05,96.0,1.5,35.5,2.0,45.0314876158,45.0314876158
110,40,20.2,40.53,18.39,41.1266666667,21.0,39.73,20.9633333333,40.0266666667,17.89,50.1022222222,3.1633333333,92.3666666667,19.0,37.8338888889,20.7955555556,44.0611111111,18.1666666667,42.59,2.6333333333,736.1333333333,95.6666666667,1.6666666667,35.6666666667,2.0,5.349473306,5.349473306
100,30,20.2,40.4666666667,18.39,41.23,21.0,39.7,20.9633333333,39.6333333333,17.89,50.035,3.23,92.4333333333,18.9694444444,37.5294444444,20.79,44.0,18.2,42.6333333333,2.6666666667,736.2166666667,95.3333333333,1.8333333333,35.8333333333,2.0,22.9032657691,22.9032657691
110,40,20.2,40.5266666667,18.39,41.3633333333,21.0,39.7,20.8233333333,39.5,17.8788888889,49.9888888889,3.3633333333,92.5,18.89,37.23,20.79,43.9833333333,18.1333333333,42.4333333333,2.7,736.3,95.0,2.0,36.0,2.0,1.2187969871,1.2187969871
70,20,19.6,40.9,17.79,41.8633333333,20.3233333333,40.6266666667,18.5,40.2,17.9083333333,58.565,2.26,90.8333333333,19.39,39.5688888889,21.265,46.1866666667,17.89,44.7,2.3,754.0,81.0,7.0,40.0,-0.6,26.521114097,26.521114097
50,10,19.6,41.0266666667,17.79,41.9633333333,20.3233333333,40.7,18.5,40.2,17.9144444444,58.4944444444,2.1633333333,89.99,19.39,39.4505555556,21.235,46.1744444444,17.89,44.6266666667,2.1333333333,754.2,80.6666666667,6.8333333333,40.0,-0.8166666667,45.6987331505,45.6987331505
40,10,19.6,41.2666666667,17.79,42.1633333333,20.26,40.7,18.5333333333,40.29,17.89,58.4333333333,1.9633333333,88.8633333333,19.3288888889,39.13,21.2,45.9255555556,17.89,44.56,1.9666666667,754.4,80.3333333333,6.6666666667,40.0,-1.0333333333,10.0577948964,10.0577948964
50,0,19.6,41.3266666667,17.79,42.2,20.2,40.6266666667,18.5333333333,40.23,17.89,58.3572222222,1.76,87.13,19.3011111111,38.8283333333,21.1277777778,45.7144444444,17.89,44.4333333333,1.8,754.6,80.0,6.5,40.0,-1.25,12.7820671536,12.7820671536
50,0,19.6,41.1333333333,17.7225,42.2,20.2,40.56,18.5,40.2,17.89,58.29,1.6333333333,85.9233333333,19.29,38.5772222222,21.1,45.4677777778,17.89,44.3633333333,1.6333333333,754.8,79.6666666667,6.3333333333,40.0,-1.4666666667,22.0154256676,22.0154256676
80,0,19.5333333333,40.9333333333,17.7,42.0666666667,20.2,40.56,18.5,40.2,17.89,58.215,1.4633333333,84.7666666667,19.285,38.2566666667,21.1,45.2266666667,17.8233333333,44.1566666667,1.4666666667,755.0,79.3333333333,6.1666666667,40.0,-1.6833333333,37.2601550189,37.2601550189
50,10,19.5,41.0,17.7,41.8333333333,20.2,40.6333333333,18.5,39.66,17.8733333333,58.0538888889,1.3233333333,83.7666666667,19.21,37.2477777778,21.0388888889,44.6533333333,17.8566666667,44.1333333333,1.3,755.2,79.0,6.0,40.0,-1.9,7.9786601942,7.9786601942
40,0,19.5,41.0,17.76,41.5666666667,20.2,40.5,18.4266666667,39.1933333333,17.8566666667,57.6577777778,1.26,83.06,19.1611111111,36.4144444444,20.9816666667,43.9616666667,17.8566666667,43.86,1.3333333333,755.4166666667,79.3333333333,5.6666666667,40.0,-1.8333333333,36.4010304329,36.4010304329
40,0,19.5,40.76,18.0666666667,40.8633333333,20.1666666667,40.3633333333,18.39,38.7233333333,17.8233333333,57.2127777778,1.1333333333,82.9933333333,19.1,35.9433333333,20.9022222222,43.3105555556,17.79,43.2666666667,1.3666666667,755.6333333333,79.6666666667,5.3333333333,40.0,-1.7666666667,44.4060901762,44.4060901762
50,10,19.5,40.6266666667,18.0,40.73,20.1,40.1566666667,18.39,38.4633333333,17.79,56.6761111111,1.1,82.9,19.0166666667,35.5638888889,20.84,42.61,17.8566666667,42.86,1.4,755.85,80.0,5.0,40.0,-1.7,36.1099671572,36.1099671572
320,10,19.39,40.3333333333,17.9633333333,40.56,20.05,39.85,18.3566666667,38.26,17.8066666667,56.1883333333,1.1,82.76,19.0,35.1772222222,20.8122222222,42.0727777778,17.89,42.79,1.4333333333,756.0666666667,80.3333333333,4.6666666667,40.0,-1.6333333333,21.5891753789,21.5891753789
310,10,19.39,40.26,17.89,40.3,20.0,39.7233333333,18.29,38.0666666667,17.7955555556,55.66,1.1333333333,82.4233333333,18.9083333333,34.8233333333,20.79,41.5822222222,17.89,42.6,1.4666666667,756.2833333333,80.6666666667,4.3333333333,40.0,-1.5666666667,38.8548683142,38.8548683142
90,10,19.39,40.06,17.79,39.9666666667,20.0,39.4633333333,18.29,37.8633333333,17.79,55.1255555556,1.2,81.8966666667,18.89,34.4944444444,20.765,41.1255555556,17.89,42.1333333333,1.5,756.5,81.0,4.0,40.0,-1.5,4.5554244891,4.5554244891
50,10,19.39,39.86,17.79,39.7666666667,20.0,39.3633333333,18.29,37.73,17.79,54.8288888889,1.39,81.6633333333,18.89,34.235,20.71,40.7805555556,17.89,42.0266666667,1.7,756.6333333333,80.3333333333,4.3333333333,40.0,-1.4166666667,0.9447592543,0.9447592543
70,10,19.39,39.6266666667,17.79,39.6633333333,20.0,39.23,18.29,37.6333333333,17.775,54.63,1.4633333333,81.2633333333,18.84,33.9666666667,20.7,40.4305555556,17.89,41.6933333333,1.9,756.7666666667,79.6666666667,4.6666666667,40.0,-1.3333333333,27.814325178,27.814325178
70,20,19.3233333333,39.7,17.79,39.59,20.0,39.1266666667,18.29,37.36,17.75,54.4427777778,1.6,80.695,18.79,33.7288888889,20.65,40.0777777778,17.8566666667,41.16,2.1,756.9,79.0,5.0,40.0,-1.25,22.7746577701,22.7746577701
60,10,19.29,39.6633333333,17.8233333333,39.59,20.0,39.3333333333,18.29,37.23,17.755,54.2266666667,1.79,80.33,18.79,33.5294444444,20.6,39.7733333333,17.8566666667,40.7666666667,2.3,757.0333333333,78.3333333333,5.3333333333,40.0,-1.1666666667,4.9140296644,4.9140296644
60,10,19.29,39.59,17.89,39.53,20.0,39.4,18.315,37.29,17.77,54.0294444444,1.93,79.93,18.79,33.3277777778,20.6,39.62,17.8233333333,40.2233333333,2.5,757.1666666667,77.6666666667,5.6666666667,40.0,-1.0833333333,21.0778403911,21.0778403911
70,10,19.29,40.2333333333,18.0333333333,39.5,19.9266666667,39.3266666667,18.4633333333,37.3633333333,17.735,53.8311111111,2.2666666667,78.16,18.79,33.1794444444,20.6,39.3983333333,17.89,39.89,2.7,757.3,77.0,6.0,40.0,-1.0,4.5675038942,4.5675038942
50,20,20.0,37.79,17.6,39.9,20.79,40.4,19.29,37.59,18.0,48.4,-4.09,80.4966666667,18.6333333333,32.7,20.79,42.09,17.89,41.645,-3.2,771.0,94.0,1.0,46.0,-4.0,28.549348563,28.549348563
50,10,19.9633333333,37.79,17.6666666667,40.0,20.79,40.4,19.2,37.4,17.9633333333,48.4,-4.1566666667,80.43,18.6333333333,32.6266666667,20.79,42.1566666667,17.9633333333,41.59,-3.25,771.1,93.6666666667,1.0,43.5,-4.1,38.1174181937,38.1174181937
60,40,19.9633333333,37.79,17.6,40.0,20.76,40.26,19.2,37.4,17.9633333333,48.4,-4.06,80.8966666667,18.6,32.7,20.79,42.29,17.9633333333,41.7,-3.3,771.2,93.3333333333,1.0,41.0,-4.2,7.23110541,7.23110541
60,20,19.9266666667,37.8266666667,17.5666666667,40.1266666667,20.7,40.1266666667,19.2,37.4633333333,17.89,48.4333333333,-3.86,81.63,18.6,32.7,20.7,42.245,17.89,41.7,-3.35,771.3,93.0,1.0,38.5,-4.3,38.7149099377,38.7149099377
40,0,19.9266666667,37.9,17.5,40.26,20.7,39.9666666667,19.2,37.6633333333,17.89,48.5,-3.8266666667,82.0233333333,18.6,32.6266666667,20.7,42.06,17.89,41.56,-3.4,771.4,92.6666666667,1.0,36.0,-4.4,8.2559510251,8.2559510251
40,0,19.89,37.8633333333,17.5,40.2233333333,20.6333333333,39.5666666667,19.2,37.54,17.89,48.0966666667,-4.0266666667,81.1633333333,18.5666666667,32.1233333333,20.7,41.86,17.89,41.5,-3.45,771.5,92.3333333333,1.0,33.5,-4.5,30.096348084,30.096348084
40,0,19.8233333333,37.79,17.5,39.89,20.5666666667,38.93,19.2,36.9,17.9633333333,46.6966666667,-4.3,80.695,18.5,31.6633333333,20.6,41.1933333333,17.89,41.26,-3.5,771.6,92.0,1.0,31.0,-4.6,14.3642039387,14.3642039387
50,0,19.79,37.76,17.4633333333,39.5266666667,20.5,38.73,19.1333333333,36.5,18.0,45.4966666667,-4.3,80.8933333333,18.4633333333,31.1933333333,20.6,40.8,17.8233333333,40.9266666667,-3.1666666667,771.7,92.0,1.0,36.0,-4.2666666667,12.9015640472,12.9015640472
60,0,19.79,37.7,17.4633333333,39.4,20.39,38.4666666667,19.1,36.1633333333,18.0666666667,44.83,-4.16,81.7666666667,18.39,30.86,20.5,40.2966666667,17.8566666667,40.46,-2.8333333333,771.8,92.0,1.0,41.0,-3.9333333333,4.9881896935,4.9881896935
